FID,LSAT_SST,Fetch,Wind,Tidal_Current,Depth,Cluster,Y1973,Y1974,Y1976,Y1977,Y1982,Y1984,Y1985,Y1986,Y1988,Y1989,Y1990,Y1991,Y1992,Y1994,Y1997,Y1998,Y1999,Y2001,Y2002,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Zero_Years,Persistence
169,16.246,80484.678,3.801,0.068,4.565603764,5,49830.95716,21579.28338,58337.5822,9375.1378,28521.52333,18672.9004,0,6715.721049,17895.62464,12431.00438,146769.8478,0,23965.8809,3538.055625,0,2636.700338,17077.77416,32703.25373,58272.39445,34976.48649,38486.39961,0,90361.13667,0,8525,83264.19927,58946.32074,0,64454.30991,13973.36001,0,13374.63337,71601.31841,60161.2226,35995.17513,38102.24547,7,29
170,16.168,80504.179,3.883,0.086,10.87089202,5,2817.489961,0,2461.348075,0,0,15124.3642,1364.368084,0,0,0,0,0,0,0,3394.531647,0,0,848.6053009,0,0,593.6965582,0,5934.219159,0,0,3952.330216,5835.856783,2613.535668,374.9898646,1241.645735,7865.761952,0,8159.950905,3471.386078,3430.72713,15003.62856,18,18
171,15.803,80524.5,3.906,0.108,7.558533145,5,0,10788.30563,26306.52865,0,0,0,12808.29547,0,2636.49469,4461.060172,0,0,0,0,5954.114607,0,0,11290.44214,7873.915456,0,593.7091003,3143,1608.432637,0,7150,31047.66978,12777.97714,25635.58747,6524.871066,3882.596098,2835.238048,13832.67474,10506.1814,5015.542677,15487.27287,39388.06356,13,23
172,15.535,84418.783,3.841,0.116,8.171717172,4,0,11900.8201,8323.385755,0,0,16187.47926,10017.60555,6524.222565,2636.620551,0,0,0,0,0,1805.5393,0,18755.64615,3565.132951,17250.27282,0,2671.822641,3170.524668,5514.36723,28625.74818,21069.56895,25202.61844,16301.13128,18650.02682,11554.1216,12748.08707,10791,9524.630836,12455.53066,10461.78785,3780,33064.74398,10,26
173,15.287,82272.942,4.281,0.132,7.929560506,4,7216.630116,20444.04202,16863.9907,7185.210808,17931.64039,35093.52474,40328.93779,13180.39444,8783.926969,9746.559103,0,0,2636.216293,0,14418.89162,0,7226.430126,21298.25791,24881.04706,3964.341086,3958.436773,10371.8208,33328.15745,0,17330.43105,53622.38156,29673.86872,28913.47369,43895.42141,18119.71926,5697.696237,26284.27679,33107.8438,36376.21704,41611.76752,54326.96018,5,31
174,15.143,80574.619,4.079,0.16,-0.543328748,4,0,36274.4648,37589.90458,3576.311707,7207.866489,41055.40223,50161.39552,4428.306097,51311.74933,27684.257,9074.403966,0,0,32320.81224,24617.67228,0,14132.80621,70064.72435,7902.051138,29369.65045,39921.18178,27992.90316,43945.93812,54624.77393,3225,49418.95252,21289.48989,23182.26507,35539.87789,7489.251481,26594.00829,43697.64204,44795.50007,50102.4512,55833.20923,45229.19098,4,32
175,15.215,80588.909,4.146,0.186,0,4,0,10761.68135,5555.311141,0,0,9893.219373,14439.55456,0,0,4420.565266,7901.672543,0,0,0,1697.265824,0,7231.637939,16918.40254,0,7006.740513,7089.121836,6020.501375,10040.14167,22585.19202,0,13331.04748,8360.510114,5206.474122,19558.60332,265.0902118,5598.295475,7515.890883,14785.84631,10987.54391,13651.02325,9480.104864,11,25
176,14.665,80628.895,5.013,0.218,1.739238411,3,131166.6656,67443.26175,133710.5034,65395.09883,36283.87668,82104.57095,227712.7549,143337.6833,144564.7988,233916.5676,198394.3475,155895.4074,44409.60176,169682.9223,149879.9494,7136.15919,136503.0087,188679.1137,165667.5591,80100.09175,109946.0606,69917.93283,204902.631,90552.06305,95723.55491,186504.7995,164189.4285,156618.4979,137802.5458,63253.78115,74477.24328,47587.10075,43906.42117,58729.98934,54901.58995,72947.46488,0,36
177,14.469,83609,5.267,0.256,3.888,3,99413.02958,32070.1904,3281.749129,20704.11463,25551.79623,33076.48383,130857.8463,102922.4951,65005.90838,128034.7877,122570.1448,101179.7523,26044.41071,92621.53989,91189.45299,34938.16065,56391.54847,111400.4055,76577.008,34157.46077,34373.50173,68093.61383,112248.7669,100501.2439,41719.93742,103067.5993,105620.7876,76962.49031,97397.39979,39062.39789,38979.50823,30625.88581,19140.04386,22465.33138,14716.47963,20330.59775,0,36
178,14.369,80665.727,5.415,0.293,3.676753783,3,108178.3076,92044.91744,34601.12761,2402.540251,43767.42235,40533.74457,146196.6045,139481.812,74082.35817,145802.6427,194782.26,126260.2036,71701.56159,125792.6094,133564.3177,22492.35797,107593.7594,154724.3308,134196.8545,49217.7604,84190.12734,48068.01545,182302.1854,141954.9049,125780.8289,177824.5573,109198.8598,113679.838,130358.0234,57557.43571,59603.78546,35282.43883,19411.7649,33846.20954,22668.40114,45210.48434,0,36
179,14.125,80682.068,5.839,0.321,10.28296296,3,65141.82377,62443.17555,15563.77927,10654.75168,43562.45222,36879.21169,141306.6785,91368.06177,50029.69201,90400.61875,136088.8688,125851.3677,73969.51874,47409.80789,130528.3033,20281.63115,40168.0657,106800.4123,78388.24649,24487.29428,46185.02457,31644.12151,88184.51418,89772.97799,83207.86314,114651.9541,90412.77356,48029.33817,53744.01997,20265.55648,35762.27385,16582.58249,13459.97706,34783.99879,9627.794104,34864.4143,0,36
180,13.904,86530.921,5.891,0.357,10.47368421,3,3592.438261,46718.41071,0,0,0,0,15544.05939,848.6329118,0,1902.849353,0,1728.248269,0,1086.130404,31739.18441,0,1728.899791,6904.962418,3490.292034,8170.294169,14520.42596,12984.85534,30770.65942,22391.60204,7016.332735,30481.72247,8816.3483,14383.26022,20008.63397,21974.19489,21607.55856,15593.47867,11285.28401,20212.55218,9568.60323,23563.99285,8,28
181,13.813,87717.053,5.736,0.35,8.241538462,3,0,3573.911739,10396.22772,0,0,848.6746359,15392.91993,0,0,1554.418878,10149.61482,0,358.780319,2440.507387,15675.38489,0,0,3594.678557,4176.83394,15911.39641,13115.44973,19207.49938,16966.05964,4266.882578,14501.71537,24871.76709,11499.991,6926.62281,21902.01886,12775.85739,22931.76253,7635.19993,12725.89374,23362.7085,9477.602667,20881.71544,8,28
182,14.073,80685.65,4.324,0.321,3.376190476,3,11296.18013,25775.71354,11009.92314,17962.16498,3573.568243,19695.06206,75304.6031,8142.688131,18800.53324,45943.62438,51455.80035,17926.77391,29369.92427,29519.47705,29226.2197,9442.910748,848.6329118,10428.17693,7230.435426,9455.468493,23039.84045,9688.526629,20113.73014,4957.707853,2648.284627,28214.65297,19851.40115,7734.287412,28334.79078,12504.04189,17972.39458,7862.615992,5226.206558,14137.12955,4461.388116,14872.79225,0,36
183,13.873,80249.281,5.528,0.321,13.76208897,3,35688.8545,36095.85737,7558.422681,7180.897313,0,0,50232.25063,0,3575.791521,25930.75649,36671.91277,18763.27548,16061.65175,18772.26276,20145.82531,8873.873577,0,0,3574.962547,14882.14919,20803.93958,11076.33684,18471.85788,2294.68199,7000,23433.40161,11308.88634,8852.139139,19791.08759,1692.273317,6354,1901.725711,4617,5115.913607,792,11357.00796,5,31
184,14.103,80457.707,4.364,0.285,6.069000507,3,17999.15095,64376.89938,3320.679246,0,20618.741,3526.118836,225868.8204,23651.74456,7064.146571,62595.65981,67984.47193,27542.21309,9734.083933,25051.7086,44539.02313,4775.178239,11251.6981,11557.39119,41561.5961,11193.81977,68702.89355,9355.203286,67726.87381,4164.744546,24458.48617,63974.41661,33889.71251,19180.93334,70857.71952,18389.31029,46965.68062,20932.17802,28759.6459,39544.20599,17431.17032,67076.43521,1,35
185,15.041,80801.647,3.682,0.245,0,3,10838.73235,0,0,1022.449745,0,0,0,3503.755001,0,5555.547217,20635.24464,0,0,0,0,0,1727.945826,0,6204.020809,0,17737.19235,0,7947.466059,0,0,0,0,92.63915177,0,0,0,0,0,0,0,34228.60864,25,11
186,14.646,80782.592,4.158,0.255,6.279912184,3,0,62748.60757,0,28470.50064,3574.250582,35563.73403,41932.83526,9770.766804,19685.53675,42291.20625,14693.75463,1697.265824,0,4441.523095,0,4334.217067,0,30685.95759,2576.942899,0,11748.68483,441.5,16795.33878,1411.257724,41.51382777,11528.66809,2075,2334.228335,11927.77714,1662.852115,8100,921.2305324,5118.965982,6078.880092,6098.061053,13862.27145,6,30
187,13.828,#N/A,5.621,0.223,14.46059365,3,10847.84051,24557.12901,7183.996997,0,0,0,40415.0757,16032.65235,20643.77771,30506.94667,36864.26868,30563.51971,8065.377908,1728.506307,31249.61927,848.6329118,5273.560813,0,3539.596906,0,14794.28833,1209.095909,12909.36611,0,6600,2255.811204,14525,3620.74047,11625.45065,793.7722422,522.3891085,435.9887752,0,0,819.3147696,2925,8,28
188,14.239,#N/A,4.642,0.231,5.990196078,3,3592.391532,10785.85978,7181.54349,17270.98111,3574.932922,6267.100173,32974.67191,7933.602034,0,9494.815213,11668.26783,0,0,0,0,9581.363684,0,15401.86105,1697.322452,0,12041.46184,5543.113733,14375.64614,3372.898873,4642.212399,318.2851176,2475,4355.517337,5958.588978,4595.414972,5066.257684,8894.432328,1818.634725,0,5408.896906,14875.8967,8,28
189,16.299,84827.714,5.324,0.283,2.49382716,2,4014.452197,7142.590629,5107.85677,4012.56423,0,23588.70794,19167.17522,0,0,1264.212764,7869.691573,0,4154.597307,0,5191.605164,2595.316998,0,16750.31529,27280.25186,0,11019.19766,31196.03723,5189.186706,2275.321999,16723.19747,21325.53703,26716.87276,39689.73573,43523.74624,5236.238575,0,21049.81693,8546.544071,0,13768.28406,12372.50821,9,27
190,13.834,80198.182,5.841,0.268,18.84416826,3,7184.893204,0,0,7761.782645,0,8040.611425,47984.21764,7987.463008,27396.60132,64459.42736,50993.20242,15133.47642,8954.462636,58724.10135,48170.76166,8894.714746,16033.5464,2643.454768,2637.11215,7542.676459,13278.91857,73.75,6688.343526,4364.313233,900.0000001,33412.14852,21315.03936,3789.121411,8800.430327,5182.342819,4774.071665,3222.150281,0,1323,770.5262451,2475,4,32
191,15.86,83997.154,6.497,0.3,7.534398034,1,51272.9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
192,15.732,81716.625,6.557,0.306,6.58560794,2,196518.5818,0,17988.46866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2
193,15.677,81716,6.627,0.304,7.054499366,2,314596.1361,35774.65981,230372.6708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047.014133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4
194,15.686,81716,6.679,0.315,10.91446541,2,214256.9301,124353.6045,45028.29787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3
195,16.31,84574,6.149,0.258,7.032679739,1,2398.512292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
196,15.684,84719.182,6.664,0.324,11.72131148,2,0,91.58793711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
197,15.704,81716,6.61,0.311,7.458,2,16786.63171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
198,15.872,83322.542,6.557,0.309,7.835784314,1,62878.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
199,16.461,83300.733,5.865,0.258,4.386666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,16.431,81726.273,5.784,0.249,3.656509695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,16.492,83872.818,6.044,0.262,3.457219251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,16.408,84574,5.825,0.243,4.111908178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,16.679,82477.684,5.413,0.246,2.294017094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,16.586,82162.35,5.451,0.256,1.782106782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,16.483,84668,5.724,0.268,1.118435754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,16.949,83593.176,5.103,0.246,1.032626427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,16.904,81857.318,5.174,0.252,0.42027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,15.337,84769.917,6.605,0.343,14.81234568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,14.036,80246.765,6.128,0.271,15.3078203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,14.18,80258,6.527,0.32,12.56395349,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,14.225,80258,6.512,0.318,12.74035088,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,14.29,80468.643,6.498,0.324,15.4106383,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,14.183,80672,6.385,0.32,15.3426087,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,16.17,84604.875,6.327,0.27,7.024523161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,17.285,84592.632,5.062,0.245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,17.334,83727.538,4.674,0.246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,17.303,84106.955,4.783,0.253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,16.988,84667.071,5.098,0.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,15.334,84752.385,6.684,0.337,17.87410072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,14.101,80244,6.227,0.292,12.98897638,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,14.297,80258,6.481,0.315,16.29641694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,14.188,80575.087,6.521,0.33,18.20080863,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,16.501,81906.813,5.602,0.246,2.822736031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,16.498,82420.381,5.708,0.256,2.719242902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,13.955,80625.462,5.942,0.258,12.54623656,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,15.686,84063.929,4.855,0.024,11.71456311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,14.934,87993.95,4.432,0.04,8.357698289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,NA,84501.8,3.394,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,NA,80349,3.628,0.027,8.193069307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,NA,80367.25,3.643,0.029,5.783783784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,17.257,80385.111,3.646,0.03,3.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,16.512,82127.692,3.435,0.035,5.805369128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,16.395,80418.667,3.275,0.041,7.465986395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,NA,80450.833,3.676,0.048,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,13.737,80175.882,6.299,0.309,10.58747698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,16.133,84602.909,6.363,0.276,7.87483531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,16.043,84604.286,6.419,0.283,8.459688826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,NA,84574,NA,0.263,7.1015625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
